6	762	1
51	1137	1
23	2659	0
85	721	0
122	919	1
7	1042	1
23	1446	0
83	3540	1
7	2537	1
36	2234	1
97	1054	1
37	4078	1
58	3574	1
97	3668	1
125	3590	0
19	3089	1
6	105	1
17	3449	1
104	3473	0
3	2661	1
240	258	1
40	3030	1
116	805	1
55	1200	1
26	2022	0
32	4062	0
9	3930	0
250	1653	1
45	3855	0
244	1219	0
57	858	1
166	2858	1
140	3488	1
0	2834	0
18	2579	1
14	3701	0
102	623	1
9	4059	1
36	1042	1
179	3586	1
58	982	1
4	785	1
119	1321	0
125	1992	1
15	2339	1
42	3189	1
14	3482	1
296	1177	1
123	2389	0
282	361	1
133	3753	1
16	3197	1
66	1081	1
30	1185	0
50	2449	0
23	1158	0
92	3886	0
15	3995	0
75	2699	1
104	1706	0
23	3270	1
5	1638	0
29	1154	0
58	4074	1
132	1097	0
132	958	1
49	290	1
35	2256	0
4	269	1
80	3638	0
57	3373	0
28	2845	1
47	2414	1
56	3337	1
24	1331	1
147	1507	1
117	322	0
183	2719	0
37	1754	0
200	1717	1
3	2121	1
30	3584	1
55	2391	1
104	3299	1
106	2939	1
42	2813	1
120	2967	1
18	699	1
6	2232	0
21	3351	1
99	2725	1
4	3426	1
29	3911	1
23	1321	1
111	2660	0
57	2264	1
42	422	1
158	4110	0
173	1703	0
44	856	1
32	185	1
18	3658	1
10	1120	0
6	502	1
44	149	0
14	3037	1
42	680	1
2	3682	0
128	105	0
5	3611	1
157	547	1
15	1500	1
40	2721	1
85	4074	1
258	4034	1
107	1384	1
97	1785	1
45	1932	0
66	3426	1
3	1858	1
260	3767	0
260	2619	0
6	2634	0
62	867	1
187	2597	1
83	778	1
66	3851	1
11	308	1
16	762	1
85	3683	1
6	1206	1
33	1132	0
84	3839	0
15	3694	1
50	1441	1
294	1072	0
97	1673	1
42	3617	0
85	3402	1
122	3719	1
62	3454	1
258	2293	0
74	3647	1
125	961	1
122	2843	1
103	1010	1
118	2922	0
14	937	1
2	540	1
180	277	1
5	2709	1
14	81	1
23	209	1
131	4074	1
85	963	1
106	1912	0
248	1721	1
130	708	1
8	2805	0
85	373	1
105	3011	1
218	4099	0
140	2746	1
10	1848	1
11	1051	1
39	132	1
3	1765	1
7	3282	1
23	2723	1
0	3325	1
7	195	1
122	1316	1
174	2293	1
239	852	0
57	2092	0
21	318	0
18	1598	1
245	3111	0
62	2597	1
101	612	1
15	3100	1
270	484	0
14	2202	1
169	4062	1
159	2743	1
26	161	0
80	664	1
7	3966	1
48	722	1
132	4074	1
143	2264	1
68	1613	1
23	3344	0
45	3699	0
3	376	1
57	1033	0
6	2351	0
39	3920	0
28	1042	1
29	1355	1
17	2013	1
97	651	1
45	430	0
66	366	1
97	438	1
2	443	0
181	3120	1
48	1683	1
23	589	0
66	1594	1
182	3745	0
112	4062	1
6	1023	1
102	2609	1
16	932	1
22	1912	0
42	2482	0
94	2694	0
144	1527	1
280	1934	1
9	962	1
117	3772	0
62	2699	1
136	3858	1
166	910	0
17	2456	1
57	282	0
236	472	1
31	1399	0
26	2881	0
10	628	1
58	2143	0
26	1582	1
4	3282	1
36	1790	1
12	1693	1
14	869	1
82	1996	1
200	2597	0
21	3106	0
217	237	1
17	1846	1
21	1219	1
124	34	1
47	3602	1
4	1663	0
32	858	0
25	2844	1
115	870	1
127	2260	1
3	711	1
39	3395	0
116	3003	1
122	1705	1
7	539	1
83	3893	1
18	268	1
203	3149	1
97	2389	1
237	2358	1
75	1248	1
7	203	1
75	1097	1
246	184	0
224	1255	0
3	1160	1
49	1874	0
63	2610	1
112	3403	0
216	3839	0
124	1726	0
23	852	1
162	64	1
6	3502	0
19	2126	1
55	759	1
144	852	1
151	216	1
206	2285	0
44	1748	0
64	1222	0
70	917	1
300	3064	0
7	1682	1
19	2749	1
139	636	1
7	79	1
8	3421	0
7	1795	1
145	1650	0
53	77	0
49	2230	0
74	1395	0
13	3855	0
18	3289	1
101	2847	1
40	1309	1
138	4074	1
15	1691	1
122	2193	1
113	960	1
27	3526	1
32	1884	1
54	3165	0
19	2385	0
7	1074	1
59	4086	1
45	388	1
64	3358	0
50	1302	1
121	624	1
263	2762	0
265	1840	0
97	2960	1
122	2174	1
0	1139	0
113	2402	0
27	3057	1
29	1761	0
125	3136	1
97	1239	1
144	2527	0
14	2055	1
5	1634	0
217	3966	1
19	3957	1
85	106	0
10	3844	1
29	1854	1
85	3966	1
2	729	1
55	266	1
181	3002	1
4	1339	1
66	3262	1
51	1082	1
104	1912	1
215	2463	1
203	1650	0
12	1536	1
81	2117	0
4	1665	0
112	2183	0
37	2449	0
80	1042	0
49	962	1
155	1389	1
39	358	1
115	383	1
144	2338	0
19	2130	1
83	1694	1
30	1558	0
3	2260	1
75	860	1
39	3645	0
3	1054	1
7	4110	1
3	3619	1
97	374	1
23	207	0
49	2525	0
58	1378	1
14	989	0
75	3064	0
151	3566	1
22	1416	0
39	2196	0
70	2093	0
37	505	1
8	2770	0
0	3538	1
29	3172	0
75	501	1
5	965	1
65	3021	0
192	2525	1
87	204	1
81	1502	0
162	3666	1
8	973	0
70	3162	1
166	3858	0
45	727	1
243	2869	0
101	3471	1
83	268	1
162	274	1
199	3694	1
61	3293	1
139	3982	0
83	3164	1
14	2504	1
116	2268	1
32	3941	1
99	2004	1
274	2365	0
107	45	1
116	3789	1
260	2517	1
36	3463	0
215	2309	1
23	1687	1
7	932	1
17	1742	1
7	1220	1
71	3640	1
3	3840	1
9	2220	1
10	3753	0
32	1171	0
43	2650	1
49	3051	0
211	2746	1
57	3338	1
3	2644	1
19	942	1
57	1065	1
57	54	1
93	2719	1
29	167	1
42	45	1
104	2426	0
117	2032	0
218	3918	1
66	373	1
119	1826	0
10	132	1
260	3592	0
83	445	0
5	3414	1
20	2169	1
46	601	1
57	360	0
81	3413	1
81	55	0
146	2963	1
2	922	0
140	1958	1
39	1710	0
24	167	1
74	4013	1
19	4099	1
217	2496	0
267	909	0
32	4040	1
98	3363	1
32	2999	1
119	2405	0
57	1893	1
2	2846	0
5	745	0
45	1452	0
56	3994	1
19	2408	0
8	2193	0
35	3826	1
3	3992	1
19	712	1
4	2876	1
177	3745	0
52	1923	1
125	2987	1
28	4110	1
101	2061	1
10	2939	1
27	3980	1
27	4006	1
10	2542	1
153	3471	0
11	2950	0
5	1600	1
10	1397	1
260	132	0
42	1955	0
106	3215	1
49	1966	1
28	2273	0
51	216	0
81	396	0
42	872	0
27	868	1
42	746	1
122	3490	1
187	2819	1
19	3286	1
42	540	1
39	2985	0
132	875	1
57	911	0
44	1963	1
105	3442	0
165	3930	1
122	575	1
7	1667	1
265	3493	1
26	1620	0
16	986	0
50	973	1
45	1767	1
105	3411	0
151	561	1
27	2192	1
142	1689	0
6	2880	1
26	3573	1
42	1354	1
84	3864	1
28	3530	1
97	2498	1
57	2877	1
74	1806	0
15	2456	0
5	334	1
25	3344	0
44	2358	0
27	1362	1
21	2511	0
37	1912	0
39	913	1
32	152	1
37	4057	1
28	947	1
97	3770	1
6	2044	0
151	1577	0
32	2238	1
27	796	1
55	1903	1
13	106	1
5	1136	1
24	3191	1
17	255	0
14	1292	0
97	2050	1
139	3706	0
6	1630	0
83	3401	1
2	3745	0
144	3862	1
171	3154	1
6	1817	1
19	2413	0
233	910	0
4	1065	0
7	275	1
75	820	0
81	2947	0
10	3966	1
106	3079	1
36	2268	1
105	1077	0
36	2076	1
165	1159	0
109	3055	0
214	811	1
203	4042	0
19	4040	0
249	2456	0
45	3616	1
103	240	1
34	2317	1
66	2458	0
44	3860	0
261	1655	0
104	190	0
142	1519	1
44	1060	0
7	2392	1
39	1927	1
5	2193	0
10	2692	0
196	1991	0
52	379	1
174	3982	1
62	1137	0
5	2605	0
29	1807	1
9	3475	1
4	762	1
155	3444	0
58	984	1
14	374	1
86	2184	0
93	1395	0
97	799	1
14	1518	1
25	743	1
29	789	1
13	1585	0
18	1650	1
49	2957	0
19	694	1
30	3257	0
114	1515	1
47	2165	0
15	2268	1
8	3701	0
161	1478	1
42	2562	1
23	2490	0
244	3540	0
29	1234	1
39	2317	0
45	3250	0
39	159	1
189	2829	1
77	1171	0
37	3260	1
39	852	1
26	1650	0
12	2963	1
175	1072	1
32	272	0
75	4094	1
7	3762	1
39	475	0
35	2259	1
174	55	1
102	3526	1
78	1417	1
86	430	1
37	1678	0
24	3942	0
2	2534	0
39	2003	0
36	35	0
5	867	1
55	3785	1
10	2746	1
7	1071	1
19	884	1
30	1859	0
56	1367	1
4	535	1
42	3059	1
32	1138	1
42	3531	1
181	2039	1
73	1622	0
177	2967	0
97	399	1
35	3436	0
99	1296	1
110	2007	1
2	669	0
239	2023	1
66	960	1
3	1769	0
27	1389	1
39	3931	1
35	6	1
13	3254	1
104	173	0
13	283	1
275	4034	0
104	1355	1
217	1746	0
49	3302	0
116	1784	1
121	3571	1
85	2131	1
7	2513	1
36	1598	1
56	3134	1
166	2422	0
218	778	1
56	2329	1
9	762	0
66	1938	1
39	2869	0
42	805	1
95	2354	1
48	313	1
102	2302	1
14	3763	1
125	2511	0
99	3363	1
50	334	1
7	2761	1
2	3865	0
271	1991	0
2	2160	0
25	2184	0
5	1377	1
27	2634	1
218	3638	1
4	743	1
14	3449	1
68	4038	0
194	3002	1
104	2760	0
41	3282	0
39	2840	0
155	2268	1
2	3428	0
83	1511	0
48	1010	1
41	3134	0
78	1600	1
128	768	0
104	314	0
82	1309	1
3	1894	0
103	2657	0
28	3770	0
166	767	0
48	969	1
16	94	1
206	3289	0
39	103	1
4	464	0
33	1870	0
100	3058	0
89	1562	0
39	3707	0
6	286	1
57	1314	1
142	1655	1
10	2226	1
83	2637	1
52	3035	1
101	1568	1
5	3325	1
260	2922	0
55	2134	1
32	46	1
10	3890	0
177	3760	1
104	3663	1
77	3904	1
32	3384	1
96	4045	0
14	528	1
26	3135	1
13	582	1
26	1923	0
23	2231	0
5	650	1
83	963	1
2	907	0
138	1629	1
33	1560	0
208	1060	0
10	2478	0
142	1344	0
56	2920	1
85	3197	0
42	1748	0
216	2826	0
81	3005	0
147	3815	0
77	3072	0
85	4100	1
48	3346	1
21	2442	0
85	2793	0
4	2106	1
80	272	0
3	782	1
253	611	1
185	376	1
188	2788	1
107	4017	0
32	296	1
122	1160	1
84	3969	0
9	107	0
32	3905	1
64	1377	0
84	419	1
14	410	1
88	1715	1
39	2234	0
215	549	1
88	913	0
84	491	1
36	203	1
75	3936	1
49	3886	1
83	2104	1
22	3578	0
14	3436	1
42	2793	0
39	3084	1
81	3805	0
27	3986	1
14	1917	0
57	2085	1
0	3169	1
12	2527	0
204	612	1
25	23	1
17	4002	1
3	3754	1
121	2369	0
10	3695	1
64	2340	0
2	2972	1
64	2610	1
82	3857	1
174	2880	1
177	4059	1
23	3986	1
23	34	1
291	2922	0
93	2397	1
9	3567	1
189	709	0
37	1984	0
3	3128	1
20	1502	1
59	272	0
64	1373	0
42	1342	0
177	3686	1
18	3674	1
20	3729	1
52	2121	1
3	2015	0
15	3852	0
256	3142	0
3	2633	1
185	2619	1
6	2674	1
28	865	1
39	97	0
45	1465	1
122	852	1
12	3395	0
67	592	1
45	100	0
55	924	1
59	2041	0
98	762	1
10	2811	1
104	3493	0
6	804	1
221	216	1
166	1091	0
27	1177	1
6	2454	0
45	3160	0
116	3302	1
125	2148	0
92	1325	0
19	3227	1
23	3456	0
235	679	1
139	473	0
28	1627	1
38	4080	1
32	1112	1
262	868	1
55	423	0
107	678	1
259	1384	1
25	190	0
32	3770	1
42	382	1
29	2955	0
2	617	0
112	2880	1
55	895	1
14	1825	1
7	381	1
89	1597	1
298	2941	1
154	2982	1
174	2990	1
2	311	1
209	743	1
33	3295	1
215	2572	1
2	913	0
8	730	1
99	3205	1
39	1112	0
2	3691	0
39	1505	1
0	3252	1
19	1870	1
117	285	0
84	1840	1
136	2083	0
44	484	0
50	2142	0
42	718	1
43	1667	1
8	240	1
56	1999	1
16	512	1
26	1652	1
31	23	1
115	1545	1
28	1870	1
60	1120	1
25	667	0
20	295	1
39	1763	0
49	1542	0
14	1356	1
2	2075	0
6	3028	0
57	3344	1
37	4046	1
74	1539	1
101	2264	1
62	1375	0
6	3172	1
231	1934	1
103	3445	0
20	2422	0
52	1504	1
129	506	1
14	63	1
5	1703	1
32	2306	0
156	1693	1
2	3212	0
58	3040	1
97	2127	1
81	121	0
6	3629	0
49	369	0
166	2060	0
26	1309	0
17	895	0
4	3139	1
218	758	1
141	1958	1
95	2079	1
5	597	1
23	79	1
43	1853	1
49	2572	0
17	1122	1
5	2118	1
106	454	1
7	2961	1
66	3090	1
95	3386	1
55	452	1
47	1209	1
32	2827	1
8	538	0
270	3106	0
47	2343	1
5	4033	1
10	726	1
14	2053	0
131	909	1
75	2088	0
7	2268	1
27	131	1
118	2357	0
185	1863	1
36	1464	1
44	1683	1
18	416	1
188	2862	1
39	3928	0
144	3402	1
5	3575	1
47	2538	0
55	2445	1
101	1226	1
102	1706	1
32	227	0
97	1829	1
10	237	1
27	1417	1
132	3916	1
18	3151	0
10	2749	1
75	1999	0
92	1585	1
16	3006	1
39	3752	0
32	591	1
35	2433	0
48	430	1
97	1192	1
45	1796	0
42	3073	0
5	3511	0
159	644	0
32	1089	0
108	2727	0
282	1427	0
7	3661	1
3	2055	1
86	3117	0
23	2605	1
94	3772	0
298	1239	1
32	1892	1
26	3590	1
19	484	1
32	3950	0
107	2450	0
101	2376	1
121	80	1
97	3329	1
6	785	1
203	1468	1
125	1309	1
140	3757	0
32	261	1
188	561	1
73	100	1
15	1507	1
95	3444	0
78	2524	1
26	3806	0
39	4056	0
121	2915	1
92	2184	0
23	876	1
54	2490	1
125	721	1
35	679	0
10	2537	1
68	1295	0
45	480	0
7	2348	1
40	2158	1
104	635	0
8	2834	0
36	3561	0
119	3977	1
32	70	1
29	119	1
26	3489	1
112	314	0
23	4076	1
20	822	1
284	1060	1
6	245	1
45	3117	0
171	227	1
199	2634	0
278	3860	1
86	1213	0
174	167	1
106	1600	1
64	721	0
29	3611	1
43	1572	0
37	3860	1
30	3117	0
222	867	1
118	1685	0
19	3764	1
195	3021	0
39	1646	0
11	4100	0
64	4056	0
4	3361	1
3	3768	0
5	2641	1
137	1573	0
154	712	1
2	4075	1
22	1645	0
37	356	0
216	418	0
36	2113	1
39	955	1
228	346	1
77	1912	1
94	2252	1
7	2477	1
192	2193	0
112	3911	0
216	3021	0
25	1291	0
82	650	1
139	960	1
104	3246	0
27	1220	1
5	1177	0
32	1729	1
97	3093	1
45	1385	0
9	2880	1
156	272	1
194	3289	1
274	585	1
4	2221	1
97	3918	1
21	3074	0
23	3356	1
118	2610	0
146	2260	1
98	3969	1
99	2992	1
6	1318	0
13	3457	0
26	953	1
68	2021	0
118	3696	0
36	2833	1
23	2098	0
256	3654	1
258	3408	1
75	2970	1
57	3598	0
10	2239	1
25	2358	0
159	2613	1
3	921	1
35	2746	1
12	3402	1
50	3681	1
42	662	0
13	3447	1
75	2561	1
35	3205	0
216	1543	0
37	2941	1
2	2641	1
12	1437	0
10	2708	1
238	852	1
97	1	1
39	3232	0
94	3066	0
159	441	1
86	1231	0
112	2095	0
29	2426	1
116	1181	0
29	2287	1
217	2953	1
6	1733	1
101	978	1
55	2187	0
17	2670	1
174	3654	1
157	537	0
105	2273	1
185	117	0
45	1249	0
82	3893	1
17	635	0
301	2278	0
52	96	1
30	3771	0
42	935	1
55	3697	1
58	751	1
74	2023	1
13	2579	1
105	1938	1
18	1235	1
82	3368	1
2	386	0
256	3936	1
103	3039	1
6	1130	1
6	3805	1
66	777	1
60	3282	1
208	3770	0
187	1518	1
70	1518	1
22	1172	0
9	842	1
29	3407	1
84	1179	1
93	3437	1
55	732	1
81	2644	0
24	1442	0
2	2204	0
29	314	1
10	27	1
102	1033	0
289	1912	1
84	3659	1
298	4056	0
37	3338	1
8	2677	0
47	2262	1
16	48	1
45	3317	0
7	3396	1
16	1680	1
97	3191	1
25	4100	0
64	2629	0
66	1879	0
23	2878	1
19	4049	1
12	2869	1
28	2453	1
2	419	1
2	1004	0
23	3384	1
4	542	1
112	1005	0
9	3019	1
37	654	0
28	2066	1
158	23	0
101	1416	1
27	1310	1
83	1892	1
63	1	1
75	2690	0
23	2378	1
42	3476	1
82	1639	1
57	2260	1
58	924	1
203	1987	1
33	3242	0
19	1081	0
25	2610	1
16	4093	0
66	3869	1
117	973	0
174	38	1
55	2232	0
18	3938	0
29	1372	1
10	3109	0
73	1674	1
51	3268	1
121	3540	0
75	3036	1
42	2251	1
59	3587	0
18	2133	1
3	2933	1
8	1830	1
44	575	1
7	578	1
2	4007	1
0	2934	1
129	1707	0
97	2401	1
2	1181	0
17	2032	1
133	2238	1
207	326	1
26	3011	0
25	713	1
187	611	1
10	585	1
4	3044	1
74	256	0
58	3918	1
166	2904	0
113	1889	0
26	1721	1
49	3911	1
44	3439	0
57	1756	1
7	455	1
3	3529	1
85	2193	0
250	39	1
100	235	0
12	255	1
95	1305	1
37	3289	0
275	1255	0
13	4002	0
217	1694	1
19	3461	1
49	2326	1
3	4103	1
112	1527	0
62	2371	1
98	1511	0
19	1610	1
207	958	1
43	1122	1
3	1971	1
57	3635	0
7	401	1
19	209	1
69	570	1
27	3028	1
26	3074	0
64	243	0
116	3396	1
5	3271	1
63	3566	1
156	1880	0
28	3471	1
104	1300	1
138	3154	1
47	2053	0
22	1782	0
9	3835	1
140	2279	0
2	159	0
122	2954	1
23	1167	0
2	2285	0
182	3302	1
119	2625	0
123	2397	1
151	2595	0
92	2623	0
200	2557	0
43	3259	0
164	2389	1
11	1958	1
48	2543	1
32	430	1
35	1693	0
119	237	1
6	3566	1
20	2187	0
81	547	0
155	1903	0
47	903	1
94	1725	1
13	2749	1
127	1674	0
37	3786	1
258	361	1
127	3049	0
26	1613	1
21	1156	0
32	1196	1
155	3351	0
55	945	1
275	2226	0
74	3505	1
45	3749	0
39	2625	0
97	3681	1
4	2833	1
115	3311	1
35	1851	0
36	2158	1
29	1172	1
14	1709	1
104	4	1
10	3669	0
67	3939	1
0	924	1
45	1835	0
124	1594	0
43	3076	1
289	1231	0
15	2374	0
145	969	1
74	3723	0
50	3166	0
80	668	1
42	4103	1
19	2673	1
181	1843	1
55	89	1
37	3236	1
55	2047	1
261	1851	1
6	3285	0
81	1579	0
14	2520	1
84	4036	1
192	2589	1
28	1199	1
252	334	1
27	2957	1
2	236	0
104	3597	1
42	2457	0
39	3126	1
6	942	1
26	227	0
27	623	1
3	611	1
57	3330	0
186	1321	0
86	231	1
75	973	1
47	459	1
18	273	1
162	2282	1
17	104	1
57	4085	0
39	2268	0
134	3556	1
18	3596	1
56	530	1
26	3348	1
23	2633	0
73	1634	0
59	2851	1
103	3946	1
3	3681	1
20	2339	0
116	3204	0
5	2749	1
19	2339	0
27	1132	1
116	184	0
49	1111	0
2	184	1
28	1987	0
85	2038	0
7	55	1
5	3950	1
19	3729	0
48	2262	1
124	2572	1
32	1408	0
103	488	1
5	2142	0
32	485	1
45	1902	0
66	3670	1
36	3350	0
138	275	1
21	1240	0
97	1297	1
98	932	1
159	1119	1
45	757	0
126	1680	1
7	1693	1
124	1698	0
19	922	1
105	2154	1
6	3253	1
61	1757	0
161	867	0
35	915	1
66	1639	1
58	2405	0
35	1384	1
39	1991	0
42	2054	0
33	4062	0
39	4017	0
300	1886	0
104	2416	1
104	2812	0
97	3845	1
144	811	1
39	2495	1
29	2179	1
174	898	1
97	67	1
7	3561	1
27	368	1
124	3653	1
18	2944	1
58	371	1
28	4100	1
116	1255	0
75	2749	1
58	586	1
118	969	0
5	1132	1
39	361	1
29	2285	0
32	1182	1
27	3353	0
56	29	1
23	153	1
185	830	1
103	1086	0
158	595	0
7	2334	1
15	3756	1
42	844	1
191	924	0
120	2397	1
57	2120	1
59	1912	0
29	2543	1
233	2405	1
49	1181	0
83	1392	1
203	4059	1
39	291	0
42	2375	0
33	1044	0
125	1160	0
233	506	1
125	3761	0
5	4064	1
14	2467	1
4	3121	1
6	2525	1
9	1247	1
109	609	1
13	644	1
49	1144	1
23	2492	1
24	3319	0
77	1866	0
101	577	1
185	3454	1
42	3594	1
97	442	1
112	1806	1
27	3691	1
8	1024	0
68	663	0
6	1877	1
9	2980	1
16	3447	1
44	190	0
99	3560	1
75	3749	1
161	458	0
125	1929	1
16	3851	1
14	1265	1
97	1870	1
226	311	1
26	582	1
151	1462	1
36	3345	0
56	28	1
35	2360	0
35	2226	0
22	1838	1
58	2782	1
11	2746	1
18	2786	1
103	1750	1
147	3637	0
25	2186	0
86	644	0
182	821	1
125	3422	1
74	3247	0
255	1254	1
35	1231	0
18	910	1
245	1639	1
166	844	1
185	1035	1
15	2120	1
23	3191	1
39	3133	0
97	807	1
119	585	1
36	3836	1
44	812	1
92	1850	1
160	2572	1
42	899	0
112	560	0
18	1295	0
134	1255	1
49	2179	1
39	2512	0
25	2234	0
7	1360	1
14	3121	1
58	3090	0
36	3066	1
6	3653	1
180	3302	1
125	482	1
39	2634	0
5	3013	0
2	1490	0
27	1146	1
66	3455	1
2	3431	0
48	2981	1
161	3597	1
104	3860	0
57	2246	1
49	2746	1
35	1741	0
121	1219	1
50	3497	1
139	2022	1
23	85	1
21	3052	0
27	3530	1
302	190	0
62	3029	0
93	913	1
102	1392	0
55	1278	0
124	1527	1
29	49	1
101	2198	1
50	230	0
42	1943	0
88	1042	1
39	2597	0
3	1219	1
48	1171	0
54	1022	0
57	2627	1
23	461	0
46	881	0
7	1991	1
25	3282	1
27	1375	1
5	2828	1
103	3410	0
75	2327	1
20	1820	0
5	3059	0
13	2060	0
8	2369	0
304	2139	0
146	3110	1
91	1902	0
5	2124	1
124	2595	0
119	3618	0
8	3745	0
113	1167	1
147	1289	0
36	3292	0
99	482	1
35	2941	1
19	631	1
303	105	0
80	3847	1
36	733	1
5	650	1
48	3483	0
135	801	1
13	3051	1
36	215	1
15	3080	1
20	3963	1
207	3785	1
235	1892	0
107	207	1
86	2362	1
15	3724	1
36	1082	1
18	3940	1
152	3184	1
23	2664	1
92	4000	1
42	3239	0
77	843	1
14	2207	1
28	2757	1
45	3491	0
289	1255	0
64	729	1
84	1144	0
64	3472	1
101	221	1
164	3044	1
146	50	1
46	2449	1
35	3560	0
230	3289	1
143	2922	0
37	3205	1
0	813	1
5	2988	1
21	1666	1
82	3121	0
173	1381	1
50	1309	1
6	3919	0
212	2405	0
29	2533	1
119	1148	0
145	867	1
140	2239	1
14	1524	1
66	3890	1
14	3137	0
15	2181	0
37	3960	1
174	240	1
66	274	1
23	2161	1
43	4109	1
88	3024	1
96	2264	1
7	638	1
83	3021	1
56	43	1
66	3180	1
42	1805	0
127	1132	1
85	1988	0
289	3667	0
32	669	1
104	3447	0
37	991	1
39	1219	0
104	3238	1
32	2475	1
12	3800	0
57	3667	1
57	3447	0
82	607	1
171	3911	1
0	2123	0
125	591	1
173	273	1
7	2015	1
125	2561	1
35	1333	1
23	1117	1
18	3394	0
19	2365	1
103	699	1
44	2361	0
94	3752	0
32	1198	1
40	668	1
124	3471	1
19	3724	1
125	958	1
50	3995	0
159	2107	0
83	3342	1
74	2158	1
210	2619	1
84	635	0
23	129	0
132	4059	1
6	478	1
216	1639	1
2	101	0
29	3342	1
104	86	1
167	1427	1
21	3718	0
19	2788	1
23	581	1
255	82	1
244	2500	1
112	3106	1
215	1650	1
32	171	1
19	2139	0
20	2445	1
48	484	1
4	296	1
45	3966	1
6	237	1
7	2342	1
61	3814	0
19	1250	0
52	3376	1
64	1246	0
78	1620	1
10	2306	1
36	2404	1
50	3146	1
19	4080	1
42	3774	1
30	1271	0
44	3197	0
10	1461	1
295	592	0
99	2838	1
21	1841	1
144	2106	0
81	4059	1
24	2467	1
21	2658	0
59	1637	0
84	3946	0
